350334,350377,350425,350440,350700,351013,351413,351601,351872,351889,352288,352457,352903,362026,362298,362309,362419,362425,362764,362769,362902,19476063,19513410|0.76154|0.27203|0.33175|0.4076
350666|1|0.33586|0.45073|0.58438
352474|1|0.29183|0.44075|0.56063
362882|1|0.0079435|0.049796|0.12068
351861|1|0.20104|0.28456|0.40208
350590|0.97033|0.10888|0.16005|0.26167
350800,350801,350847,350909,351157,351158,351356,351804,352430,352889|0.52967|0.18939|0.23042|0.32267
19645446|0.93846|0.13805|0.19005|0.25521
19666198|0.92088|0.14837|0.24544|0.31184
19779336|0.9956|0.26273|0.34828|0.46398
350007,350254,350698,350750|0.18571|0.12242|0.13308|0.16198
350209,354099,354324|0.97253|0.23896|0.31607|0.39893
350364|0.9956|0.14218|0.22773|0.34343
350629,351070,352068,19583423,19766983|0.7033|0.1789|0.21862|0.26915
350747|1|0.21658|0.23151|0.2904
350766,351119|1|0.051435|0.08905|0.14017
350990|1|0.27943|0.41046|0.52605
351103|1|0.3168|0.40337|0.48226
351862|0.19011|0.16078|0.17149|0.20086
352262,362553|0.91538|0.19734|0.24106|0.30725
352712|1|0.17488|0.22993|0.30599
353249|1|0.56648|0.66277|0.72584
362404|1|0.009142|0.031349|0.072687
19828018|1|0.08824|0.16107|0.25447
19622548|1|0.0915|0.13392|0.186
350213|0.7011|0.025131|0.088943|0.14542
351533|0.7011|0.051843|0.11099|0.18308
351869,353180|0.13297|0.23187|0.28993|0.35759
352282,352529,352707,352720,352898,352966,352967,19692822,19760554|1|0.24996|0.30421|0.37048
354514|1|0.030137|0.056316|0.10331
19593390|1|0.12231|0.15685|0.23201
352245|1|0.11773|0.14984|0.20552
354572|1|0.20983|0.30257|0.38735
352486|1|0.051314|0.11299|0.18552
353421|1|0.018076|0.16817|0.29454
19828012|1|0.082095|0.11829|0.16803
350098,350173,350609,362372,362399,362435,362556,19456690|0.78022|0.075404|0.13192|0.19547
350117,350432,351608,351748,352160,353155,353358,361867,362497,19673317,19746866|0.069231|0.25333|0.28267|0.32498
350144|0.56593|0.01786|0.067614|0.22093
350190,351663|1|0.13106|0.22675|0.32292
350191,352061,352454,19708795|0.54945|0.1966|0.21558|0.25839
350242,350971,351426,351541,352249,352628,352702,352729|0.26813|0.18886|0.20284|0.24145
350273,350640,351774,352364,19604198,19734840|0.0043956|0.21694|0.22843|0.24977
350911|1|0.035596|0.1601|0.34699
351281,351722|0.9989|0.030385|0.062644|0.10884
351613|1|0.12264|0.16773|0.22594
352334|1|0.99742|1.1963|1.4175
362512|0.21538|0.10876|0.14298|0.18564
350638,352345|0.052747|0.16351|0.1724|0.20216
351493|0.052747|0.13063|0.13953|0.16928
351211,352433,352512,352616|0.86813|0.18198|0.26613|0.3709
19277178|1|0.00063425|0.015978|0.075258
350046,350093,350113,350431,350481,350602,350621,351092,351355,351367,351641,352021,352115,352377,352626,352976,353250,353317,361748,362447,362628,362873,19628084|0.3011|0.23431|0.33319|0.42997
350063,352790,361015,19595672|0.9978|0.25609|0.30015|0.3649
350275,350285,351087,19504448|0.9989|0.14371|0.21411|0.31515
350317,352219,352719,19645411|1|0.1187|0.16682|0.21457
350341,350607|0.9989|0.17903|0.24819|0.33765
350473|1|0.0038312|0.070364|0.14626
350515|0.98462|0.087931|0.1442|0.19557
350648|1|0.13322|0.22836|0.35676
350794|1|0.14548|0.2163|0.31018
350811|1|0.31235|0.34576|0.39114
350994|1|0.055229|0.11068|0.24138
351026|1|0.033663|0.07472|0.13853
351118,351484,351949,352281,352705,19459793|0.69341|0.16043|0.20369|0.24577
351187,351394,351768,351769,352246,19583412|1|0.16504|0.21431|0.27053
351460,351777|1|0.14962|0.19735|0.25994
351470|1|0.1314|0.19093|0.29113
352046,352220|1|0.15143|0.20087|0.26585
352218|1|0.12895|0.17874|0.24666
361919|1|0.1459|0.19958|0.25821
362032,362686|0.96374|0.11586|0.1898|0.27947
362076|0.9989|0.12708|0.19623|0.28569
362111|1|0.076575|0.20081|0.39012
362143,362206,19454822|0.9989|0.19132|0.24568|0.31484
362480|0.9978|0.026761|0.16953|0.36268
362614|1|0.19362|0.22966|0.32069
362695|0.98462|0.10101|0.14397|0.19507
350150,19445523|0.6011|0.11777|0.14346|0.2041
350168,350274|0.8967|0.11387|0.15807|0.23226
350194,352390|0.1011|0.15272|0.1876|0.23985
350583|0.8033|0.11966|0.15981|0.22021
351749|0.46484|0.10288|0.1561|0.19662
361130,361927|0.98352|NaN|NaN|NaN
350628|0.86593|0.10301|0.1601|0.27046
352761|0.86593|0.17972|0.23681|0.34717
361465|1|0.23361|0.31978|0.47581
350252,350376,362898|0.87253|0.13996|0.19023|0.2591
19738980|0.98571|0.062385|0.10332|0.1745
350031,350290,350298,350449,350457,350716,350984,351028,351057,351144,351476,351772,352463,352745,352957,352974,353343,353502,361942,362033,362167,362235,362643,362663,362922,362929,19447832,19471719,19520912,19524706,19524708,19524719,19529180,19529230,19537231,19537242,19544630,19544631,19545781,19559409,19559415,19569082,19642196,19771778|0.13736|0.27728|0.29367|0.34679
350088,350124,350291,350391,350471,350697,350845,350870,351133,351231,352659,352779,352927,362725,362746,19445435,19502567,19569716,19669530|0.0043956|0.24226|0.25673|0.26239
350151,350366,362794,362818|0.084615|0.11405|0.12457|0.16466
350185,350394,350475,350756,351303,362171,362507,362632|0.25604|0.1769|0.21096|0.26119
350220,351304|0.81209|0.11606|0.14921|0.19345
350238,352909,19737087,19761763|0.33187|0.25922|0.27302|0.31986
350276|0.18242|0.10158|0.11315|0.14998
350570|1|0.0065698|0.024706|0.055509
350626|1|0.0072183|0.03058|0.087201
350634|0.83956|0.016504|0.043512|0.10155
350667|1|0.33733|0.45213|0.49947
350713|1|0.057466|0.09088|0.13795
350751,19484654|0.9989|0.22843|0.36312|0.46472
350848,351188,351498|0.9978|0.039182|0.065777|0.10718
350912,350988,351161|0.81209|0.050355|0.15375|0.2506
351062|0.61099|0.10108|0.1337|0.22383
351069,351073,351215|0.3044|0.053743|0.078713|0.12448
351262|0.97143|0.0028292|0.039994|0.13976
351282|0.18242|0.13446|0.14602|0.18286
351395,351532,352189,19647503,19688218|0.9989|0.092398|0.12008|0.37201
351537,353033,354547|0.41099|0.59949|0.68905|0.78722
351803,353422,362931|0.85495|0.18515|0.56542|0.67361
351937|1|0.092176|0.18019|0.33997
351997|1|0.02942|0.072156|0.11751
352016,352042,352076,362056,19635215|0.33187|0.2072|0.22043|0.26531
352114|1|0.058047|0.17392|0.25302
352180,352743,353230,353248|0.44066|0.1261|0.15888|0.28541
352604|0.83407|0.04549|0.089999|0.14144
352690|0.9978|0.026988|0.1024|0.15011
352742,352844|0.9956|0.20134|0.21736|0.25316
353148|0.53846|0.027568|0.2665|0.33774
353209|0.99011|0.10741|0.14976|0.19574
353214,354540|0.9989|0.13975|0.17227|0.22451
353600|1|0.17578|0.23472|0.30115
354014|0.61099|0.22985|0.26247|0.35259
354972|1|0.16642|0.18776|0.22086
362151|0.53846|0.099906|0.12958|0.20904
362331|1|0.050639|0.093675|0.15465
362406|1|0.11079|0.18961|0.25837
362421|0.9956|0.10507|0.13986|0.19246
362504|1|0.089099|0.15198|0.22867
362651|0.78681|0.10056|0.14469|0.22374
362875|0.88352|0.10534|0.16132|0.23361
362202|1|0.027213|0.10302|0.19613
19447493|1|0.22622|0.36252|0.4528
19477597|1|0.11955|0.3753|0.45366
19505975|0.31099|0.10127|0.11942|0.17461
19779506|0.31099|0.21086|0.22901|0.2842
350045,351867,362296,362432,362915|0.10989|0.1552|0.22507|0.30637
350062,350375,350537,350564,350573,350630,350635,350703,350748,350749,350928,351012,351049,351086,351108,351154,351225,351375,351512,351524,352159,352460,352552,352587,353620,353722,353759,362021,362044,362170,362180,362431,362446,362467,362476,362616,362624,362874,362883,19446627,19452244,19463723,19487073,19881098|0.0076923|0.28807|0.31748|0.34283
350112,351985,352704,352899,362513,362604,362878,362937,19688526,19689750,19734069|0.83736|0.19208|0.28409|0.34042
350310,350550|0.45385|0.06337|0.11706|0.18703
350379,350456,350752,350855,351080,351090,351113,351605,351625,351850,361779,362294,362417,362420,362576,362685,362761,362880,19425559|0.9967|0.26865|0.30536|0.35698
350446|1|0.20377|0.26659|0.35006
350478,362234,362901|0.9978|0.10155|0.17605|0.24401
350493|0.9989|0.15836|0.19331|0.22185
350496|1|0.27249|0.33231|0.39769
350584|0.64725|0.013504|0.043074|0.096966
350605,362912|0.8989|0.026149|0.058762|0.086508
350632|1|0.15532|0.23987|0.32252
350795,350941|1|0.13305|0.21069|0.2886
350840,362169,19460720|0.38791|0.081473|0.12195|0.18899
350892|0.56264|0.10403|0.13772|0.18744
350978|1|0.50915|0.6149|0.7355
350987|1|0.057579|0.095999|0.15747
351269,351443|0.33187|0.062134|0.091967|0.18019
351370,351492|0.9967|0.20868|0.27689|0.37094
351447|0.56264|0.12321|0.1569|0.20662
351618,19598693|0.9978|0.16315|0.20907|0.25799
351671|1|0.06009|0.12662|0.23139
352065|0.43407|0.054273|0.11864|0.19736
352166|0.9989|0.19621|0.26971|0.31026
352696|0.98242|0.048295|0.12787|0.30788
352730|0.3|0.20716|0.2205|0.25846
352791,352891|0.93846|0.21105|0.22411|0.2751
362403|1|0.21095|0.29097|0.37855
362407,362930,19477362|0.54396|0.13158|0.15038|0.20518
362536|0.3|0.10035|0.11369|0.15165
351224,352391|0.54066|0.1448|0.169|0.25089
351640|0.54286|0.11467|0.13875|0.22064
353855,353939|0.9956|NaN|NaN|NaN
352045|1|0.015755|0.13047|0.37492
351031|1|0.15043|0.2147|0.30874
362297|1|0.12877|0.19271|0.26709
19467238|0.48571|0.10082|0.12204|0.18174
19564117|0.29011|0.089467|0.15821|0.20736
19593373,19594906|0.47582|0.15544|0.17613|0.2328
19745317|1|0.13204|0.17577|0.25
350172,350745,362718,19493594|0.18791|0.047826|0.13971|0.17955
350199,352627,353830|0.74505|0.1907|0.23533|0.36966
350474,350699,350916,19694142|0.24396|0.14801|0.21956|0.24805
350495,352213,352289,353003,362579|0.23956|0.22024|0.23|0.26414
350565,350696,350910,351302,351759,352113,19582630,19645434,19673199|0.31868|0.13696|0.20022|0.27576
350809,19698954|0.78462|0.10586|0.24649|0.32933
350883|0.32418|0.031519|0.13403|0.199
350913|0.34286|0.083524|0.14161|0.1992
350949,351433,351435,351953,352183,352692,352724,353020,353052,353557,353706,353868,353880,19483989,19670042|0.46044|0.2404|0.25845|0.32405
350985|1|0.29734|0.39933|0.54219
351101,351155,351242,351514,352283,352313,352635,352698,19642518,19688333,19801863|0.11648|0.18701|0.24098|0.30421
351276|0.47033|0.059758|0.15719|0.21679
351379,362741,362808|0.11099|0.079309|0.14871|0.18556
351438,352186|0.030769|0.05907|0.12233|0.18965
351762,19520840|0.54615|0.13444|0.16136|0.2382
352222,352615,353554,19774498|0.12198|0.14124|0.19601|0.29949
352376|0.50879|0.10759|0.18164|0.25889
352389,352456|1|0.04132|0.064895|0.12678
352491,352732,352879|0.40879|0.05453|0.09338|0.21356
352622,353031,19628789|0.19121|0.099449|0.16514|0.25859
352691|0.24286|0.10083|0.12072|0.17249
352718|1|0.32789|0.4946|0.87389
352733|1|0.14274|0.26661|0.38894
352784|0.89231|0.069258|0.091478|0.16362
352921,353139,19686549,19688676,19688677,19689755,19689896,19691735,19718040,19737875,19738299|0.99451|0.0913|0.16121|0.27355
352926|0.73736|0.018922|0.05842|0.11275
353128,353482|0.23956|0.13918|0.15837|0.20462
353129|1|0.10645|0.2302|0.43287
353135|0.99121|0.0677|0.089209|0.1606
353193,19677381|0.46593|0.092288|0.1243|0.1716
353492|1|0.14673|0.215|0.25653
353726|1|0.078842|0.12174|0.18508
354362|0.6956|0.036999|0.082401|0.22234
355530|0.81648|0.021005|0.33207|0.42141
362455|0.93297|0.070402|0.12353|0.18419
351396,351779,352621,362645,19536980|0.47363|0.20321|0.23771|0.32505
352649|0.4956|0.20036|0.23515|0.3233
350936,351321|0.98791|0.22863|0.41487|0.64869
350587|1|0.17508|0.25956|0.37411
353539|1|0.37616|0.44618|0.66317
362318|0.80769|0.10336|0.16653|0.31713
362448|0.80769|0.11155|0.17472|0.32533
350477,353084|1|0.20475|0.25929|0.3292
