19480456|1|0.19064|0.44245|0.61348
350064,350433,350613,350772,350798,351695,352056,352477,362415,362444,362450,362726,19468778|0.51648|0.20564|0.22933|0.28233
350147|0.47582|0.10332|0.13525|0.20338
350255,350908,19486298|0.14615|0.11743|0.14035|0.23258
350292,350374,350380,350381,350556,350643,350826,351180|0.58022|0.1299|0.16643|0.23458
350304|0.41648|0.10256|0.13963|0.20793
350305,351670|0.0010989|0.2056|0.2056|0.2056
350447|0.48571|0.10388|0.14423|0.24254
350569,350633|0.49231|0.11904|0.16354|0.23126
350611|1|0.19886|0.32711|0.428
351467|0.25385|0.13395|0.17218|0.25369
362293|0.2044|0.10088|0.11752|0.17272
362598|0.67253|0.10157|0.13962|0.217
