name,region1,region2,region3,region4
A/Singapore/TT1374/2016.c14,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1374/2016.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Washington/282/2017.c14,northamerica,usa,usa,northamerica,usacanada
A/Jiangxi-Jizhou/1488/2017.c14,china,china,china,china,china
A/Michigan/104/2016.c8,northamerica,usa,usa,northamerica,usacanada
A/Michigan/104/2016.c9,northamerica,usa,usa,northamerica,usacanada
A/Michigan/104/2016.c10,northamerica,usa,usa,northamerica,usacanada
A/SAITAMA-C/41/2016.c13,japankorea,japan,japan,japankorea,japankorea
A/SAITAMA-C/41/2016.c14,japankorea,japan,japan,japankorea,japankorea
A/SAITAMA-C/41/2016.c15,japankorea,japan,japan,japankorea,japankorea
A/Sweden/74/2016.c13,europe,sweden,sweden,europe,northerneurope
A/Stockholm/44/2016.c13,europe,sweden,sweden,europe,northerneurope
A/Sweden/74/2016.c14,europe,sweden,sweden,europe,northerneurope
A/Stockholm/44/2016.c14,europe,sweden,sweden,europe,northerneurope
A/Sweden/74/2016.c15,europe,sweden,sweden,europe,northerneurope
A/Stockholm/44/2016.c15,europe,sweden,sweden,europe,northerneurope
A/YOKOHAMA/141/2016.c13,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/IC1606/2017.c14,japankorea,japan,japan,japankorea,japankorea
A/Vermont/05/2017.c14,northamerica,usa,usa,northamerica,usacanada
A/YOKOHAMA/141/2016.c14,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/AC1620/2017.c14,japankorea,japan,japan,japankorea,japankorea
A/NewYork/A-WC-LVD-17-002/2017.c14,northamerica,usa,usa,northamerica,usacanada
A/YOKOHAMA/141/2016.c15,japankorea,japan,japan,japankorea,japankorea
A/Massachusetts/42/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Massachusetts/42/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Massachusetts/01/2017.c14,northamerica,usa,usa,northamerica,usacanada
A/England/974/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70340165/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Bretagne/2938/2016.c13,europe,france,france,europe,westerneurope
A/Bretagne/2940/2016.c13,europe,france,france,europe,westerneurope
A/Bretagne/3100/2016.c13,europe,france,france,europe,westerneurope
A/Bretagne/2938/2016.c14,europe,france,france,europe,westerneurope
A/Bretagne/2940/2016.c14,europe,france,france,europe,westerneurope
A/Bretagne/3100/2016.c14,europe,france,france,europe,westerneurope
A/Bretagne/2938/2016.c15,europe,france,france,europe,westerneurope
A/Bretagne/2940/2016.c15,europe,france,france,europe,westerneurope
A/Bretagne/3100/2016.c15,europe,france,france,europe,westerneurope
A/Linkou/0153/2016.c13,china,taiwan,taiwan,china,china
A/Linkou/0175/2016.c13,china,taiwan,taiwan,china,china
A/Linkou/0153/2016.c14,china,taiwan,taiwan,china,china
A/Linkou/0175/2016.c14,china,taiwan,taiwan,china,china
A/Linkou/0153/2016.c15,china,taiwan,taiwan,china,china
A/Linkou/0175/2016.c15,china,taiwan,taiwan,china,china
A/Singapore/TT1370/2016.c13,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1361/2016.c13,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1370/2016.c14,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1361/2016.c14,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1370/2016.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT1361/2016.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/KITAKYUSYU/7/2016.c12,japankorea,japan,japan,japankorea,japankorea
A/KITAKYUSYU/7/2016.c13,japankorea,japan,japan,japankorea,japankorea
A/KITAKYUSYU/7/2016.c14,japankorea,japan,japan,japankorea,japankorea
A/KITAKYUSYU/7/2016.c15,japankorea,japan,japan,japankorea,japankorea
A/Laos/4447/2016.c14,southeastasia,laos,laos,southeastasia,southeastasia
A/Laos/4447/2016.c15,southeastasia,laos,laos,southeastasia,southeastasia
A/Khabarovsk/RII524S/2016.c13,westasia,russia,russia,westasia,westasia
A/Khabarovsk/RII524S/2016.c14,westasia,russia,russia,westasia,westasia
A/Khabarovsk/RII524S/2016.c15,westasia,russia,russia,westasia,westasia
A/ChiangRai/371/2016.c12,southeastasia,thailand,thailand,southeastasia,southeastasia
A/ChiangRai/371/2016.c13,southeastasia,thailand,thailand,southeastasia,southeastasia
A/ChiangRai/371/2016.c14,southeastasia,thailand,thailand,southeastasia,southeastasia
A/ChiangRai/371/2016.c15,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nord_Pas_de_Calais/837/2017.c15,europe,france,france,europe,westerneurope
A/Saint-Petersburg/RII867S/2016.c19,westasia,russia,russia,westasia,westasia
A/Saint-Petersburg/RII921S/2016.c19,westasia,russia,russia,westasia,westasia
A/Saint-Petersburg/RII849S/2016.c19,westasia,russia,russia,westasia,westasia
A/Saint-Petersburg/RII928S/2016.c19,westasia,russia,russia,westasia,westasia
A/SWITZERLAND/199606/2017.c19,europe,switzerland,switzerland,europe,westerneurope
A/Chita/927/2017.c19,westasia,russia,russia,westasia,westasia
A/Krasnoyarsk/1807/2017.c19,westasia,russia,russia,westasia,westasia
A/England/70800085/2017.c19,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/350908.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350643.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362293.c19,europe,switzerland,basel,basel,westerneurope
A/Petropavlovsk/ZVL589/2017.c19,westasia,russia,russia,westasia,westasia
A/England/70380291/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70180218/2016.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/HongKong/123/2017.c16,china,hongkong,hongkong,china,china
A/England/70180024/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Linkou/0181/2016.c16,china,taiwan,taiwan,china,china
A/KANAGAWA/IC1607/2017.c14,japankorea,japan,japan,japankorea,japankorea
A/SuratThani/1836/2016.c14,southeastasia,thailand,thailand,southeastasia,southeastasia
A/England/64980542/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980542/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980537/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980537/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70480157/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70440238/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70220588/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70260035/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Karlstad/5/2016.c16,europe,sweden,sweden,europe,northerneurope
A/Karlstad/5/2016.c17,europe,sweden,sweden,europe,northerneurope
A/Karlstad/5/2016.c19,europe,sweden,sweden,europe,northerneurope
A/England/64980539/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980539/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980541/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65080394/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64980541/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65080394/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Singapore/GP2536/2016.c13,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/GP2536/2016.c14,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/GP2536/2016.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Sydney/49/2017.c19,oceania,australia,australia,oceania,oceania
A/Nakhonphanom/433/2016.c16,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nakhonphanom/433/2016.c17,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nakhonphanom/433/2016.c19,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Phetchaburi/408/2016.c16,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Phetchaburi/408/2016.c17,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Phetchaburi/408/2016.c19,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nonthaburi/332/2016.c16,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nonthaburi/332/2016.c17,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nonthaburi/332/2016.c18,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Nonthaburi/332/2016.c19,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Laos/3008/2016.c16,southeastasia,laos,laos,southeastasia,southeastasia
A/Laos/3008/2016.c17,southeastasia,laos,laos,southeastasia,southeastasia
A/Laos/3008/2016.c18,southeastasia,laos,laos,southeastasia,southeastasia
A/Laos/3008/2016.c19,southeastasia,laos,laos,southeastasia,southeastasia
A/Ulaanbaatar/574/2017.c19,westasia,mongolia,mongolia,westasia,westasia
A/Ulaanbaatar/324/2017.c19,westasia,mongolia,mongolia,westasia,westasia
A/Ulaanbaatar/321/2017.c19,westasia,mongolia,mongolia,westasia,westasia
A/Kazakhstan/008/2016.c19,westasia,kazakhstan,kazakhstan,westasia,westasia
A/Cheboksary/81/2017.c19,westasia,russia,russia,westasia,westasia
A/Arizona/05/2017.c16,northamerica,usa,usa,northamerica,usacanada
A/Tula/RII766S/2016.c19,westasia,russia,russia,westasia,westasia
A/Magadan/90/2017.c19,westasia,russia,russia,westasia,westasia
A/Magadan/148/2017.c19,westasia,russia,russia,westasia,westasia
A/Khabarovsk/RII525S/2016.c19,westasia,russia,russia,westasia,westasia
A/Venev/RII358S/2016.c17,westasia,russia,russia,westasia,westasia
A/Venev/RII358S/2016.c19,westasia,russia,russia,westasia,westasia
A/Samara/711/2016.c16,westasia,russia,russia,westasia,westasia
A/CH/Basel/350409.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362598.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362331.c16,europe,switzerland,basel,basel,westerneurope
A/England/70320386/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/10/2017.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/350305.c19,europe,switzerland,basel,basel,westerneurope
A/Tennessee/33/2016.c16,northamerica,usa,usa,northamerica,usacanada
A/IIV-Moscow/176/2016.c17,westasia,russia,russia,westasia,westasia
A/Irkutsk/RII484S/2016.c17,westasia,russia,russia,westasia,westasia
A/IIV-Moscow/176/2016.c19,westasia,russia,russia,westasia,westasia
A/Irkutsk/RII484S/2016.c19,westasia,russia,russia,westasia,westasia
A/England/65000030/2016.c19,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65060436/2016.c19,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Vologda/CRIE-172/2016.c19,westasia,russia,russia,westasia,westasia
A/Sweden/96/2016.c19,europe,sweden,sweden,europe,northerneurope
A/CH/Basel/362415.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362450.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362444.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362726.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350064.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350136.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350147.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350255.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350380.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350292.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350304.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350374.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350569.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350452.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19486298.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350447.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350433.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350613.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350633.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350693.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350772.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350798.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350746.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350826.c19,europe,switzerland,basel,basel,westerneurope
A/Arvaikheer/198/2017.c19,westasia,mongolia,mongolia,westasia,westasia
A/Ulaanbaatar/284/2017.c19,westasia,mongolia,mongolia,westasia,westasia
A/CH/Basel/351180.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351670.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351695.c19,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352056.c19,europe,switzerland,basel,basel,westerneurope
A/Moscow/39/2017.c19,westasia,russia,russia,westasia,westasia
A/England/70780302/2017.c19,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70780301/2017.c19,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/SuratThani/429/2016.c19,southeastasia,thailand,thailand,southeastasia,southeastasia
A/SuratThani/429/2016.c16,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Singapore/TT1027/2016.c12,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c12,oceania,australia,australia,oceania,oceania
A/Singapore/TT1027/2016.c13,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c13,oceania,australia,australia,oceania,oceania
A/Singapore/TT1027/2016.c14,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c14,oceania,australia,australia,oceania,oceania
A/Singapore/TT1027/2016.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c15,oceania,australia,australia,oceania,oceania
A/Singapore/TT1027/2016.c16,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c16,oceania,australia,australia,oceania,oceania
A/Laos/3158/2016.c16,southeastasia,laos,laos,southeastasia,southeastasia
A/Petchaburi/362/2016.c16,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Laos/3223/2016.c16,southeastasia,laos,laos,southeastasia,southeastasia
A/Orel/CRIE-06/2016.c16,westasia,russia,russia,westasia,westasia
A/Orel/RII317S/2016.c16,westasia,russia,russia,westasia,westasia
A/Moscow/165/2016.c16,westasia,russia,russia,westasia,westasia
A/Singapore/KK1100/2016.c16,southeastasia,singapore,singapore,southeastasia,southeastasia
A/England/65040076/2016.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65060461/2016.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65260870/2016.c16,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/350667.c16,europe,switzerland,basel,basel,westerneurope
A/Singapore/TT1027/2016.c17,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c17,oceania,australia,australia,oceania,oceania
A/Laos/3158/2016.c17,southeastasia,laos,laos,southeastasia,southeastasia
A/Petchaburi/362/2016.c17,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Laos/3223/2016.c17,southeastasia,laos,laos,southeastasia,southeastasia
A/Orel/CRIE-06/2016.c17,westasia,russia,russia,westasia,westasia
A/Victoria/600/2016.c18,oceania,australia,australia,oceania,oceania
A/Laos/3158/2016.c18,southeastasia,laos,laos,southeastasia,southeastasia
A/Petchaburi/362/2016.c18,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Laos/3223/2016.c18,southeastasia,laos,laos,southeastasia,southeastasia
A/Singapore/TT1027/2016.c19,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Victoria/600/2016.c19,oceania,australia,australia,oceania,oceania
A/Laos/3158/2016.c19,southeastasia,laos,laos,southeastasia,southeastasia
A/Petchaburi/362/2016.c19,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Laos/3223/2016.c19,southeastasia,laos,laos,southeastasia,southeastasia
A/Orel/CRIE-06/2016.c19,westasia,russia,russia,westasia,westasia
A/Orel/RII317S/2016.c19,westasia,russia,russia,westasia,westasia
A/Oklahoma/12/2017.c13,northamerica,usa,usa,northamerica,usacanada
A/KANAGAWA/ZC1605/2016.c13,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/ZC1605/2016.c14,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/ZC1605/2016.c15,japankorea,japan,japan,japankorea,japankorea
A/YOKOHAMA/166/2016.c13,japankorea,japan,japan,japankorea,japankorea
A/YOKOHAMA/166/2016.c14,japankorea,japan,japan,japankorea,japankorea
A/YOKOHAMA/166/2016.c15,japankorea,japan,japan,japankorea,japankorea
A/Hawaii/102/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/102/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/102/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Florida/30/2017.c13,northamerica,usa,usa,northamerica,usacanada
A/CH/Basel/362504.c13,europe,switzerland,basel,basel,westerneurope
A/RhodeIsland/01/2017.c13,northamerica,usa,usa,northamerica,usacanada
A/Pays_de_Loire/1029/2017.c13,europe,france,france,europe,westerneurope
A/Pays_de_Loire/097/2017.c13,europe,france,france,europe,westerneurope
A/Massachusetts/44/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Washington/248/2017.c14,northamerica,usa,usa,northamerica,usacanada
A/Brisbane/35/2017.c15,oceania,australia,australia,oceania,oceania
A/Townsville/1001/2017.c15,oceania,australia,australia,oceania,oceania
A/Tasmania/9/2017.c15,oceania,australia,australia,oceania,oceania
A/Newcastle/24/2017.c15,oceania,australia,australia,oceania,oceania
A/SouthDakota/35/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Ohio/05/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Florida/31/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Washington/287/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/England/70860421/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Linkoping/3/2017.c15,europe,sweden,sweden,europe,northerneurope
A/England/70560121/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/350634.c15,europe,switzerland,basel,basel,westerneurope
A/England/64940015/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64940015/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64940015/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Nevada/06/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/England/71360549/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70120007/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Missouri/21/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/09/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Texas/61/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Pennsylvania/05/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Wisconsin/130/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Wisconsin/87/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Wisconsin/140/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Massachusetts/07/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Arkansas/02/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Texas/184/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/SouthAuckland/15/2017.c15,oceania,newzealand,newzealand,oceania,oceania
A/London/16U828811-14_S14_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/LyonCHU/2812R490/2016.c15,europe,france,france,europe,westerneurope
A/LyonCHU/2812R323/2016.c15,europe,france,france,europe,westerneurope
A/England/70500067/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70580091/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Singapore/KK0060/2017.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/England/70260031/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65280013/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70460730/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65280022/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65260006/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70140168/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000035/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000035/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000035/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Newcastle/11/2017.c15,oceania,australia,australia,oceania,oceania
A/Brisbane/22/2017.c15,oceania,australia,australia,oceania,oceania
A/Brisbane/324/2016.c15,oceania,australia,australia,oceania,oceania
A/Wisconsin/259/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Illinois/11/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/NewYork/A-WC-LVD-17-039/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/London/16U828821-17_S17_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/17U056088-52_S4_L001/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/66U011435-45_S45_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Colorado/49/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/London/17U056098-54_S6_L001/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Alabama/01/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/NorthCarolina/01/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Iowa/38/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Iowa/38/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Iowa/38/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/England/70260036/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Delaware/09/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Pennsylvania/160/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Oklahoma/06/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Illinois/28/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Illinois/21/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/CH/Basel/19738980.c15,europe,switzerland,basel,basel,westerneurope
A/Singapore/NUH0004/2017.c15,southeastasia,singapore,singapore,southeastasia,southeastasia
A/England/70700088/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70780305/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/352604.c15,europe,switzerland,basel,basel,westerneurope
A/England/70480376/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70540225/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/351997.c15,europe,switzerland,basel,basel,westerneurope
A/Newcastle/12/2017.c15,oceania,australia,australia,oceania,oceania
A/SouthDakota/04/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/England/70160045/2017.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/SouthAuckland/1/2017.c15,oceania,newzealand,newzealand,oceania,oceania
A/London/66U016982-49_S1_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65280002/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/66U011084-35_S35_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Tasmania/217/2016.c15,oceania,australia,australia,oceania,oceania
A/England/65060420/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000770/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Missouri/18/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Missouri/17/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Missouri/10/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Missouri/09/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Delaware/07/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/England/65060418/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70120008/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U948511-69_S21_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U932220-68_S20_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U993610-74_S26_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000770/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U948511-69_S21_L001/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U932220-68_S20_L001/2016.c14,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65000770/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U948511-69_S21_L001/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U932220-68_S20_L001/2016.c13,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Pennsylvania/93/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/SWITZERLAND/192604/2016.c13,europe,switzerland,switzerland,europe,westerneurope
A/Nebraska/25/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Maryland/23/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Missouri/20/2016.c13,northamerica,usa,usa,northamerica,usacanada
A/Pennsylvania/93/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/SWITZERLAND/192604/2016.c14,europe,switzerland,switzerland,europe,westerneurope
A/Nebraska/25/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Maryland/23/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Missouri/20/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Iowa/40/2016.c14,northamerica,usa,usa,northamerica,usacanada
A/Pennsylvania/93/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/SWITZERLAND/192604/2016.c15,europe,switzerland,switzerland,europe,westerneurope
A/Nebraska/25/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Maryland/23/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/SouthCarolina/06/2017.c15,northamerica,usa,usa,northamerica,usacanada
A/Missouri/20/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Louisiana/33/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/Iowa/40/2016.c15,northamerica,usa,usa,northamerica,usacanada
A/London/16U928902-73_S25_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U845471-77_S29_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U833585-7_S7_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U828964-20_S20_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U848977-80_S32_L001/2016.c15,europe,unitedkingdom,unitedkingdom,europe,britishisles
