name,region1,region2,region3,region4
A/CH/Basel/362935.c59,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19771778.c10,europe,switzerland,basel,basel,westerneurope
A/Taiwan/382/2017.c1,china,taiwan,taiwan,china,china
A/NIIGATA/509/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/FUKUOKA-C/17/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Taiwan/441/2017.c1,china,taiwan,taiwan,china,china
A/KANAGAWA/204/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/YOKOHAMA/139/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Guangdong-Duanzhou/1359/2017.c1,china,china,china,china,china
A/Guangdong-Yuncheng/1964/2017.c1,china,china,china,china,china
A/TOKYO/17109/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/NAGANO/2298/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/SAGAMIHARA/38/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Singapore/TT0279/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Sydney/147/2017.c1,oceania,australia,australia,oceania,oceania
A/Victoria/561/2017.c1,oceania,australia,australia,oceania,oceania
A/Brazil/486/2017.c1,southamerica,brazil,brazil,southamerica,southamerica
A/Brazil/347/2017.c1,southamerica,brazil,brazil,southamerica,southamerica
A/Bermuda/0363/2017.c1,northamerica,bermuda,bermuda,northamerica,centralamerica
A/Bermuda/0362/2017.c1,northamerica,bermuda,bermuda,northamerica,centralamerica
A/SENDAI/29/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/NIIGATA-C/44/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/NAGANO-C/49/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/IC1631/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/SAPPORO/42/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Brisbane/27/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/50/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/70/2017.c1,oceania,australia,australia,oceania,oceania
A/Victoria/13/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/91/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/46/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/110/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/89/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/101/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/64/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/111/2017.c1,oceania,australia,australia,oceania,oceania
A/Honduras/0195/2017.c1,northamerica,honduras,honduras,northamerica,centralamerica
A/Honduras/0188/2017.c1,northamerica,honduras,honduras,northamerica,centralamerica
A/Honduras/0187/2017.c1,northamerica,honduras,honduras,northamerica,centralamerica
A/AICHI/315/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/KANAGAWA/206/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/SAPPORO/37/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/GIFU/48/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/KAGAWA/238/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/KAGAWA/191/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/CH/Basel/352754.c1,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352486.c1,europe,switzerland,basel,basel,westerneurope
A/SouthAuckland/14/2017.c1,oceania,newzealand,newzealand,oceania,oceania
A/Indonesia/Nihrd-Mlg455/2017.c1,southeastasia,indonesia,indonesia,southeastasia,southeastasia
A/Louisiana/15/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Texas/252/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Texas/274/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Bermuda/0364/2017.c1,northamerica,bermuda,bermuda,northamerica,centralamerica
A/Bermuda/0361/2017.c1,northamerica,bermuda,bermuda,northamerica,centralamerica
A/Texas/228/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/KANAGAWA/ZC1616/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Texas/249/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Texas/244/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Texas/259/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/YAMAGATA/122/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Brisbane/32/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/44/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/102/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/45/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/74/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/80/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/113/2017.c1,oceania,australia,australia,oceania,oceania
A/Townsville/1/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/95/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/133/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/69/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/108/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/98/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/65/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/55/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/77/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/63/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/126/2017.c1,oceania,australia,australia,oceania,oceania
A/Taiwan/423/2017.c1,china,taiwan,taiwan,china,china
A/Sydney/66/2017.c1,oceania,australia,australia,oceania,oceania
A/YOKOHAMA/138/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Yokohama/138/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Brisbane/38/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/120/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/99/2017.c1,oceania,australia,australia,oceania,oceania
A/Victoria/2018/2017.c1,oceania,australia,australia,oceania,oceania
A/Sydney/88/2017.c1,oceania,australia,australia,oceania,oceania
A/Bangladesh/5012/2017.c1,southasia,bangladesh,bangladesh,southasia,southasia
A/Indonesia/Nihrd-Bjm576/2017.c1,southeastasia,indonesia,indonesia,southeastasia,southeastasia
A/Nonthaburi/33/2017.c1,southeastasia,thailand,thailand,southeastasia,southeastasia
A/Singapore/GP0110/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/KANAGAWA/IC1635/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/SouthAustralia/102/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/106/2017.c1,oceania,australia,australia,oceania,oceania
A/Singapore/TT0134/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/TT0096/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/SouthAustralia/49/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/47/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/1001/2017.c1,oceania,australia,australia,oceania,oceania
A/Bangladesh/1010/2017.c1,southasia,bangladesh,bangladesh,southasia,southasia
A/Bangladesh/3003/2017.c1,southasia,bangladesh,bangladesh,southasia,southasia
A/Bangladesh/2016/2017.c1,southasia,bangladesh,bangladesh,southasia,southasia
A/Bangladesh/2006/2017.c1,southasia,bangladesh,bangladesh,southasia,southasia
A/Indonesia/Nihrd-Pal350/2017.c1,southeastasia,indonesia,indonesia,southeastasia,southeastasia
A/Indonesia/Nihrd-Sb17-3172/2017.c1,southeastasia,indonesia,indonesia,southeastasia,southeastasia
A/SAITAMA/230/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Sydney/17/2017.c1,oceania,australia,australia,oceania,oceania
A/KANAGAWA/IC1608/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Sydney/132/2017.c1,oceania,australia,australia,oceania,oceania
A/Newcastle/45/2017.c1,oceania,australia,australia,oceania,oceania
A/Texas/277/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Texas/107/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Alabama/17/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Singapore/KK0016/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/NewMexico/09/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Singapore/TT0189/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Sydney/134/2017.c1,oceania,australia,australia,oceania,oceania
A/WAKAYAMA/99/2017.c1,japankorea,japan,japan,japankorea,japankorea
A/Singapore/TT0174/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/Singapore/KK0262/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/SouthAustralia/22/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/15/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/58/2017.c1,oceania,australia,australia,oceania,oceania
A/Brisbane/26/2017.c1,oceania,australia,australia,oceania,oceania
A/Singapore/GP0009/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/SouthAustralia/61/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/65/2017.c1,oceania,australia,australia,oceania,oceania
A/SouthAustralia/63/2017.c1,oceania,australia,australia,oceania,oceania
A/Idaho/23/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Oklahoma/24/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Virginia/28/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/01/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/12/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/16/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Hawaii/19/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Tennessee/50/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Michigan/131/2017.c1,northamerica,usa,usa,northamerica,usacanada
A/Mexico/217/2017.c1,northamerica,mexico,mexico,northamerica,centralamerica
A/England/70580309/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Singapore/GP0133/2017.c1,southeastasia,singapore,singapore,southeastasia,southeastasia
A/England/70680443/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70780311/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/353421.c1,europe,switzerland,basel,basel,westerneurope
A/England/70860420/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Kalmar/1/2017.c1,europe,sweden,sweden,europe,northerneurope
A/England/70860419/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70860422/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70580294/2017.c1,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/362318.c2,europe,switzerland,basel,basel,westerneurope
A/Brazil/0809/2016.c2,southamerica,brazil,brazil,southamerica,southamerica
A/CH/Basel/362448.c2,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352974.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352987.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353343.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353502.c10,europe,switzerland,basel,basel,westerneurope
A/SouthAustralia/19/2017.c10,oceania,australia,australia,oceania,oceania
A/Sweden/46/2017.c10,europe,sweden,sweden,europe,northerneurope
A/CH/Basel/352016.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19635215.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352042.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362056.c10,europe,switzerland,basel,basel,westerneurope
A/Sweden/10/2017.c10,europe,sweden,sweden,europe,northerneurope
A/Sweden/84/2016.c10,europe,sweden,sweden,europe,northerneurope
A/CH/Basel/352076.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19524719.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351144.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351503.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19569082.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19524706.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19520912.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19524708.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19529180.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19532875.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19529230.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351057.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351028.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19537231.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19537242.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19544631.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19544630.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19545781.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19642196.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352463.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19559415.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19559409.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350984.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351772.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362167.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362033.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19471719.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350290.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362165.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362055.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362249.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362235.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362643.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350449.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351476.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350716.c10,europe,switzerland,basel,basel,westerneurope
A/Stockholm/56/2016.c10,europe,sweden,sweden,europe,northerneurope
A/CH/Basel/350475.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/45/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/England/70380021/2017.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70580319/2017.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Macedonia/19/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/Texas/212/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Macedonia/32/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/CH/Basel/350031.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/23/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/Texas/181/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/149/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/134/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/265/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/209/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Mississippi/15/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/NorthCarolina/22/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Albania/7167/2016.c10,europe,albania,albania,europe,easterneurope
A/Texas/163/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/144/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/168/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/216/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/93/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/238/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/96/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/266/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/267/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/98/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Texas/124/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Bolivia/867/2017.c10,southamerica,bolivia,bolivia,southamerica,southamerica
A/Bolivia/397/2017.c10,southamerica,bolivia,bolivia,southamerica,southamerica
A/Bolivia/0875/2017.c10,southamerica,bolivia,bolivia,southamerica,southamerica
A/Bolivia/0805/2017.c10,southamerica,bolivia,bolivia,southamerica,southamerica
A/CH/Basel/19445435.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362776.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350124.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19502567.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352927.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350291.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350845.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350697.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19569716.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350870.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353539.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350457.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/2/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/CH/Basel/353209.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19737087.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352659.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353248.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362507.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351133.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362651.c10,europe,switzerland,basel,basel,westerneurope
A/Luxembourg/17001967/2017.c10,europe,luxembourg,luxembourg,europe,westerneurope
A/CH/Basel/350298.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362922.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/361942.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362663.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362929.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352909.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353160.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350391.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350471.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350685.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351053.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351231.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351466.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362818.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350151.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351299.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350846.c10,europe,switzerland,basel,basel,westerneurope
A/Virginia/03/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/CH/Basel/352180.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/353230.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352743.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350185.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362171.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19447832.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362632.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362746.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362725.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362875.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362771.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362794.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/362832.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350089.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350088.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350238.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/21/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/CH/Basel/350279.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350276.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350366.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350394.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350756.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/14/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/CH/Basel/19502250.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350988.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/350912.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351095.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351200.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351371.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351303.c10,europe,switzerland,basel,basel,westerneurope
A/Macedonia/51/2017.c10,europe,macedonia,macedonia,europe,easterneurope
A/CH/Basel/19669530.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352745.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/19761763.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352957.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/352779.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351094.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351161.c10,europe,switzerland,basel,basel,westerneurope
A/California/NHRC_BRD41586N/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/Stavropol/4/2017.c10,westasia,russia,russia,westasia,westasia
A/Alsace/046/2017.c10,europe,france,france,europe,westerneurope
A/CH/Basel/350713.c10,europe,switzerland,basel,basel,westerneurope
A/England/70180006/2017.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/353214.c8,europe,switzerland,basel,basel,westerneurope
A/England/70620213/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70560111/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70560111/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70500473/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70320035/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70320035/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/354540.c8,europe,switzerland,basel,basel,westerneurope
A/England/70180196/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70180196/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70180196/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70120322/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70120322/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70120322/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70240083/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70240083/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Michigan/119/2017.c8,northamerica,usa,usa,northamerica,usacanada
A/England/64760678/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Maine/07/2017.c7,northamerica,usa,usa,northamerica,usacanada
A/England/65260844/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U035676-27_S27_L001/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70480368/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70480370/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70160064/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64760678/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Maine/07/2017.c8,northamerica,usa,usa,northamerica,usacanada
A/England/65260844/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U035676-27_S27_L001/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70480368/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70480370/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70160064/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64760678/2016.c9,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/64760678/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65260844/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/16U035676-27_S27_L001/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70160064/2017.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70740083/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/CH/Basel/354972.c7,europe,switzerland,basel,basel,westerneurope
A/England/70740083/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70460001/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70460001/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70600063/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70600063/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/66U016814-39_S39_L001/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/66U016814-39_S39_L001/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/London/66U016814-39_S39_L001/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70560102/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70560102/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70520080/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70280046/2017.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70520080/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/70280046/2017.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65140269/2016.c7,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65140269/2016.c8,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/England/65140269/2016.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/Vermont/09/2017.c10,northamerica,usa,usa,northamerica,usacanada
A/CH/Basel/351073.c10,europe,switzerland,basel,basel,westerneurope
A/CH/Basel/351215.c10,europe,switzerland,basel,basel,westerneurope
A/England/70300012/2017.c10,europe,unitedkingdom,unitedkingdom,europe,britishisles
A/SantaCatarina/737/2017.c10,southamerica,brazil,brazil,southamerica,southamerica
A/Stockholm/20/2017.c10,europe,sweden,sweden,europe,northerneurope
